prod_ai,drug_name,eu_num,hum_or_vet,procedure_type
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Phaenyela 28,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Phaeva,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Pink Luna,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Pirestrol,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Pramino,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Qlaira,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",REZEDIA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",REZIA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",RHONYA 20,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",RHONYA 30,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Regisha,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Regulon,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rigetrux,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rigetrux 28,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rimendia,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rosal,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rosal 28,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rozetta,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Rubira,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SAMBA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SECURGIN,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SEEGEE,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SEELAR,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SELIKYNE,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SENSONETTE,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SOLDANELLE,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",STODETTE,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SUAVURET,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",SYMICIA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sablona 28,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sensilon,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sibilla,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sidreta,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sidretella,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sidretella 20,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sidretella 30,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sofiperla,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Softine,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Softinelle,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Solera,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Starletta HEXAL,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Stefaminelle,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Stella,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Stella STADA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sunya,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Susette AL,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Svelta,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylgestrel,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylgestrel 20,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylgestrel 30,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylgestrel mite,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylviane,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylvie 20,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Sylvie 30,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TAISA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TASMINETTA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TENTACIA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TEVALET,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TEYDA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TOLUKIM,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TREMOSAN,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TREMOSAN EDT,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TRENDESO 20,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TRENDESO 30,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TRI- MINULET,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TRI-FEMODEN,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TYARENA,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Teenia,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Tessa,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Tri-Gynera,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Tri-minulet,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",TriCilest,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Triadene,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Triafemi,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Trigynovin,,Human,Referral
"chlormadinone, desogestrel, dienogest, drospirenone, etonogestrel, gestodene, nomegestrol, norelgestromin or norgestimate in combination with an oestrogen",Triminulet,,Human,Referral
